Network|Station|Latitude|Longitude|Elevation|Sitename|StartTime|EndTime
2A|1765|36.6951|-98.105301|339.8|1765|2016-04-11T20:30:57|2016-05-12T15:27:41
2A|1766|36.695096|-98.100811|346.8|1766|2016-04-11T20:35:45|2016-05-12T15:31:35
2A|1767|36.695092|-98.096314|351.2|1767|2016-04-11T20:38:18|2016-05-12T15:40:22
2A|1768|36.695219|-98.087438|348.9|1768|2016-04-11T20:42:10|2016-05-12T15:44:42
2A|1769|36.695134|-98.082702|354.7|1769|2016-04-11T20:44:37|2016-05-12T15:47:29
2A|177|36.676974|-98.037712|334.1|177|2016-04-11T15:26:01|2016-05-10T14:19:02
2A|1770|36.695147|-98.078211|354.7|1770|2016-04-11T20:47:03|2016-05-12T15:52:33
2A|1771|36.695161|-98.069185|343.3|1771|2016-04-11T20:50:03|2016-05-12T15:55:50
2A|1772|36.69518|-98.064751|342.8|1772|2016-04-11T20:52:32|2016-05-12T15:58:17
2A|1773|36.695128|-98.060209|340.1|1773|2016-04-11T20:55:26|2016-05-12T16:00:39
2A|1774|36.695269|-98.051312|338.1|1774|2016-04-11T21:00:05|2016-05-12T16:05:44
2A|1775|36.695099|-98.042262|334.9|1775|2016-04-11T21:03:45|2016-05-12T16:09:24
2A|1776|36.695075|-98.03325|334.8|1776|2016-04-11T21:06:33|2016-05-12T16:12:26
2A|1777|36.695039|-98.02875|333.2|1777|2016-04-11T21:08:53|2016-05-12T16:15:03
2A|1778|36.69505|-98.024248|326.7|1778|2016-04-11T21:11:39|2016-05-12T16:17:54
2A|1779|36.695112|-98.015391|330.1|1779|2016-04-11T21:14:52|2016-05-12T16:20:58
2A|178|36.673327|-98.037683|335.7|178|2016-04-11T15:20:37|2016-05-10T14:12:48
2A|1780|36.695022|-98.011092|311.4|1780|2016-04-11T21:17:19|2016-05-12T16:23:56
2A|1781|36.695011|-98.006552|330.4|1781|2016-04-11T21:19:39|2016-05-13T20:19:46
2A|1782|36.695086|-97.997375|326.7|1782|2016-04-11T21:22:47|2016-05-12T16:39:52
2A|1783|36.695169|-97.992891|330.8|1783|2016-04-11T21:25:25|2016-05-12T16:42:45
2A|1784|36.695216|-97.988298|329.6|1784|2016-04-11T21:28:12|2016-05-12T16:46:28
2A|1785|36.68055|-98.105212|366.7|1785|2016-04-13T13:51:08|2016-05-12T18:17:30
2A|1786|36.680544|-98.10077|362.7|1786|2016-04-13T13:48:47|2016-05-12T18:14:57
2A|1787|36.680561|-98.096266|363.2|1787|2016-04-13T13:46:01|2016-05-14T13:14:04
2A|1788|36.680572|-98.087228|351.1|1788|2016-04-13T13:42:45|2016-05-12T18:06:22
2A|1789|36.68061|-98.08276|353.1|1789|2016-04-13T13:39:48|2016-05-12T18:04:09
2A|179|36.669731|-98.037671|329.9|179|2016-04-11T15:14:32|2016-05-10T14:07:38
2A|1790|36.68059|-98.078216|352.3|1790|2016-04-13T13:37:13|2016-05-12T18:01:58
2A|1791|36.68057|-98.069308|346.8|1791|2016-04-13T13:33:56|2016-05-12T17:58:11
2A|1792|36.680565|-98.064789|343.6|1792|2016-04-13T13:30:40|2016-05-12T17:53:28
2A|1793|36.680575|-98.060288|344.6|1793|2016-04-13T13:28:16|2016-05-12T17:50:37
2A|1794|36.680651|-98.050884|339.1|1794|2016-04-13T13:24:47|2016-05-12T17:46:50
2A|1795|36.680722|-98.04666|336.6|1795|2016-04-13T13:22:05|2016-05-12T17:43:19
2A|1796|36.680597|-98.04219|336.5|1796|2016-04-13T13:19:11|2016-05-12T17:41:03
2A|1797|36.680543|-98.033189|338.8|1797|2016-04-13T13:15:40|2016-05-12T17:37:36
2A|1798|36.680555|-98.028551|342.4|1798|2016-04-13T13:10:58|2016-05-12T17:35:10
2A|1799|36.680503|-98.02417|339.7|1799|2016-04-13T13:07:14|2016-05-12T17:32:44
2A|18|36.684285|-98.091807|358.1|18|2016-04-11T18:59:45|2016-05-11T16:19:53
2A|180|36.665957|-98.037684|335.3|180|2016-04-11T15:07:20|2016-05-10T14:02:06
2A|1800|36.680492|-98.015118|335.5|1800|2016-04-13T13:03:39|2016-05-12T17:28:53
2A|1801|36.680552|-98.010659|333.3|1801|2016-04-13T13:00:57|2016-05-12T17:24:28
2A|1802|36.680504|-98.006117|333.5|1802|2016-04-13T12:57:38|2016-05-12T17:14:56
2A|1803|36.665988|-98.105084|361.7|1803|2016-04-13T13:58:00|2016-05-13T22:05:03
2A|1804|36.665993|-98.100602|349.5|1804|2016-04-13T14:01:01|2016-05-12T18:36:31
2A|1805|36.666004|-98.096099|348.9|1805|2016-04-13T14:03:58|2016-05-12T18:40:38
2A|1806|36.666088|-98.087011|344.7|1806|2016-04-13T14:08:19|2016-05-12T18:43:48
2A|1807|36.666016|-98.082562|354.5|1807|2016-04-13T14:10:40|2016-05-12T18:52:07
2A|1808|36.665986|-98.078005|355.1|1808|2016-04-13T14:13:22|2016-05-12T18:56:14
2A|1809|36.666003|-98.069159|342.6|1809|2016-04-13T14:18:15|2016-05-12T19:00:42
2A|181|36.662474|-98.037678|339.5|181|2016-04-11T14:56:10|2016-05-10T13:55:46
2A|1810|36.66605|-98.064642|345.0|1810|2016-04-13T14:22:26|2016-05-12T19:03:47
2A|1811|36.666051|-98.060137|338.7|1811|2016-04-13T14:25:17|2016-05-12T19:06:30
2A|1812|36.666059|-98.05112|336.5|1812|2016-04-13T14:28:41|2016-05-13T20:39:00
2A|1813|36.665998|-98.046463|341.9|1813|2016-04-13T14:32:04|2016-05-12T19:14:51
2A|1814|36.666058|-98.042089|339.3|1814|2016-04-13T14:34:18|2016-05-12T19:18:23
2A|1815|36.666005|-98.033102|341.0|1815|2016-04-13T14:36:55|2016-05-12T19:26:24
2A|1816|36.66597|-98.028562|340.7|1816|2016-04-13T14:39:16|2016-05-12T19:29:08
2A|1817|36.66597|-98.024089|341.6|1817|2016-04-13T14:41:32|2016-05-12T19:32:21
2A|1818|36.651587|-98.104776|368.0|1818|2016-04-13T15:23:33|2016-05-12T20:40:40
2A|1819|36.651511|-98.100578|355.9|1819|2016-04-13T15:20:50|2016-05-12T20:37:26
2A|182|36.658775|-98.037653|340.2|182|2016-04-11T14:48:22|2016-05-10T13:51:21
2A|1820|36.65149|-98.096106|358.8|1820|2016-04-13T15:18:03|2016-05-12T20:34:36
2A|1821|36.651542|-98.087042|347.4|1821|2016-04-13T15:14:29|2016-05-12T20:27:34
2A|1822|36.651546|-98.082541|363.2|1822|2016-04-13T15:11:53|2016-05-12T20:21:05
2A|1823|36.651525|-98.078032|356.6|1823|2016-04-13T15:09:15|2016-05-12T20:18:16
2A|1824|36.651697|-98.069117|351.4|1824|2016-04-13T15:06:06|2016-05-12T20:08:27
2A|1825|36.65169|-98.06456|349.6|1825|2016-04-13T15:03:27|2016-05-12T20:05:24
2A|1826|36.651667|-98.060159|349.2|1826|2016-04-13T15:00:57|2016-05-12T20:03:05
2A|1827|36.651517|-98.05104|340.5|1827|2016-04-13T14:56:01|2016-05-14T12:35:15
2A|1828|36.651668|-98.046517|342.8|1828|2016-04-13T14:53:15|2016-05-12T19:48:35
2A|1829|36.651613|-98.042109|349.6|1829|2016-04-13T14:49:59|2016-05-12T19:45:19
2A|183|36.655248|-98.03768|341.0|183|2016-04-11T14:23:08|2016-05-10T13:43:06
2A|1830|36.637021|-98.105035|382.1|1830|2016-04-13T15:31:26|2016-05-12T20:48:18
2A|1831|36.636984|-98.10051|371.0|1831|2016-04-13T15:35:05|2016-05-12T20:50:53
2A|1832|36.637002|-98.09597|363.8|1832|2016-04-13T15:37:40|2016-05-12T20:53:35
2A|1833|36.637001|-98.086974|376.1|1833|2016-04-13T15:40:44|2016-05-12T20:56:57
2A|1834|36.636996|-98.082418|356.2|1834|2016-04-13T15:42:59|2016-05-12T21:02:22
2A|1835|36.636981|-98.077924|361.2|1835|2016-04-13T15:45:07|2016-05-12T21:04:45
2A|1836|36.637003|-98.068894|368.4|1836|2016-04-13T15:48:26|2016-05-12T21:09:25
2A|1837|36.637021|-98.06471|358.3|1837|2016-04-13T15:51:22|2016-05-12T21:11:58
2A|1838|36.637038|-98.059885|356.0|1838|2016-04-13T15:56:43|2016-05-12T21:17:18
2A|1839|36.622623|-98.105032|396.0|1839|2016-04-13T16:21:43|2016-05-12T21:42:29
2A|184|36.851181|-98.019745|347.6|184|2016-04-11T20:33:23|2016-05-11T18:37:16
2A|1840|36.622547|-98.100294|374.5|1840|2016-04-13T16:19:06|2016-05-12T21:39:46
2A|1841|36.62257|-98.095938|375.0|1841|2016-04-13T16:16:12|2016-05-12T21:36:59
2A|1842|36.622477|-98.087004|369.5|1842|2016-04-13T16:12:18|2016-05-12T21:32:54
2A|1843|36.622434|-98.082472|367.6|1843|2016-04-13T16:09:34|2016-05-12T21:30:29
2A|1844|36.622483|-98.077959|372.1|1844|2016-04-13T16:06:34|2016-05-12T21:25:55
2A|1845|36.608212|-98.104938|387.4|1845|2016-04-13T16:27:41|2016-05-12T21:48:20
2A|1846|36.608204|-98.100434|392.1|1846|2016-04-13T16:31:52|2016-05-12T21:51:37
2A|1847|36.608177|-98.095928|395.3|1847|2016-04-13T16:34:30|2016-05-12T21:54:07
2A|1848|36.608122|-98.087059|394.8|1848|2016-04-13T16:43:47|2016-05-12T21:56:46
2A|1849|36.608127|-98.082485|394.9|1849|2016-04-13T16:47:28|2016-05-12T22:00:03
2A|185|36.847507|-98.019794|347.3|185|2016-04-11T20:39:31|2016-05-11T18:32:35
2A|1850|36.608131|-98.077924|379.3|1850|2016-04-13T16:50:42|2016-05-12T22:03:33
2A|186|36.843932|-98.01984|344.2|186|2016-04-11T20:46:27|2016-05-11T18:28:46
2A|187|36.840382|-98.01984|344.7|187|2016-04-11T20:51:08|2016-05-11T18:23:57
2A|188|36.836508|-98.0199|345.9|188|2016-04-11T20:55:03|2016-05-11T18:19:41
2A|189|36.833023|-98.01984|342.3|189|2016-04-11T21:02:12|2016-05-11T18:15:36
2A|19|36.680506|-98.091831|362.2|19|2016-04-11T18:56:59|2016-05-13T22:00:18
2A|190|36.829213|-98.020403|343.6|190|2016-04-11T21:08:07|2016-05-11T18:10:17
2A|191|36.825891|-98.019872|341.2|191|2016-04-11T21:13:17|2016-05-11T18:05:51
2A|192|36.821982|-98.019832|344.7|192|2016-04-11T21:17:44|2016-05-11T17:59:55
2A|193|36.818802|-98.019892|341.6|193|2016-04-11T21:21:51|2016-05-11T20:56:59
2A|194|36.81496|-98.019889|347.0|194|2016-04-11T21:26:16|2016-05-11T17:43:08
2A|195|36.811677|-98.019837|346.9|195|2016-04-11T21:33:19|2016-05-11T17:40:01
2A|196|36.807831|-98.019899|343.0|196|2016-04-11T21:37:01|2016-05-11T17:33:43
2A|197|36.804018|-98.019854|343.8|197|2016-04-11T21:40:39|2016-05-11T17:29:35
2A|198|36.800291|-98.019906|341.5|198|2016-04-11T21:43:40|2016-05-11T17:21:54
2A|199|36.796824|-98.020063|337.3|199|2016-04-11T21:46:40|2016-05-11T17:16:27
2A|2|36.764177|-98.100229|348.8|2|2016-04-12T18:45:28|2016-05-12T15:05:30
2A|20|36.677038|-98.091753|360.3|20|2016-04-11T18:54:10|2016-05-11T16:32:53
2A|200|36.793124|-98.020021|338.2|200|2016-04-11T21:50:02|2016-05-11T17:11:49
2A|201|36.789524|-98.020019|337.1|201|2016-04-11T21:53:39|2016-05-11T17:08:37
2A|202|36.785851|-98.020052|335.8|202|2016-04-11T21:56:44|2016-05-11T17:05:44
2A|203|36.782349|-98.020044|336.2|203|2016-04-11T22:00:10|2016-05-11T17:01:56
2A|204|36.778491|-98.020038|337.6|204|2016-04-11T22:04:07|2016-05-11T16:57:05
2A|205|36.775005|-98.020021|334.0|205|2016-04-11T22:07:44|2016-05-11T16:51:47
2A|206|36.771428|-98.020082|333.5|206|2016-04-11T22:10:58|2016-05-11T16:43:27
2A|207|36.76762|-98.020108|334.2|207|2016-04-11T22:15:28|2016-05-11T16:39:07
2A|208|36.76384|-98.022009|334.5|208|2016-04-11T22:19:11|2016-05-11T16:34:47
2A|209|36.76041|-98.020029|333.5|209|2016-04-11T22:24:48|2016-05-11T16:28:40
2A|21|36.673389|-98.091666|363.2|21|2016-04-11T18:50:50|2016-05-13T22:04:21
2A|210|36.75665|-98.019821|332.0|210|2016-04-11T22:28:37|2016-05-14T13:32:40
2A|211|36.752938|-98.019942|332.0|211|2016-04-11T22:32:23|2016-05-11T16:10:47
2A|212|36.749436|-98.019952|331.3|212|2016-04-11T22:36:23|2016-05-11T16:07:38
2A|213|36.745559|-98.019955|333.6|213|2016-04-11T22:41:01|2016-05-11T16:04:10
2A|214|36.741953|-98.019902|332.7|214|2016-04-11T22:45:07|2016-05-11T16:00:36
2A|215|36.738342|-98.01986|337.1|215|2016-04-11T16:30:43|2016-05-11T15:57:19
2A|216|36.734883|-98.019808|332.7|216|2016-04-11T16:27:24|2016-05-11T15:53:47
2A|217|36.731357|-98.019707|330.4|217|2016-04-11T16:22:38|2016-05-11T15:50:01
2A|218|36.727276|-98.019761|329.4|218|2016-04-11T16:18:15|2016-05-11T15:46:14
2A|219|36.724235|-98.019824|331.9|219|2016-04-11T16:03:02|2016-05-11T15:41:33
2A|22|36.669763|-98.091668|353.1|22|2016-04-11T18:47:13|2016-05-11T16:41:36
2A|220|36.720256|-98.019809|330.6|220|2016-04-11T15:57:08|2016-05-11T15:36:21
2A|221|36.716701|-98.019718|332.4|221|2016-04-11T15:51:45|2016-05-11T15:32:31
2A|222|36.709486|-98.019675|327.6|222|2016-04-11T15:42:07|2016-05-11T15:26:05
2A|223|36.697778|-98.019792|326.1|223|2016-04-11T23:00:54|2016-05-11T14:31:00
2A|224|36.694964|-98.019786|327.2|224|2016-04-11T23:07:46|2016-05-11T14:26:58
2A|225|36.691448|-98.019755|327.6|225|2016-04-11T23:13:09|2016-05-11T14:22:33
2A|226|36.687805|-98.019788|328.7|226|2016-04-11T23:19:06|2016-05-11T14:18:35
2A|227|36.6842|-98.019717|330.8|227|2016-04-11T23:22:39|2016-05-11T14:15:02
2A|228|36.680471|-98.019752|338.3|228|2016-04-11T23:26:15|2016-05-11T14:10:24
2A|229|36.676936|-98.019738|339.1|229|2016-04-11T23:29:40|2016-05-11T14:06:23
2A|23|36.665963|-98.091676|351.2|23|2016-04-11T18:43:56|2016-05-11T16:45:30
2A|230|36.67336|-98.019527|336.4|230|2016-04-11T23:33:43|2016-05-11T14:01:13
2A|231|36.669684|-98.019565|337.4|231|2016-04-11T23:38:59|2016-05-13T22:23:26
2A|232|36.873015|-98.001535|344.1|232|2016-04-11T20:23:05|2016-05-11T19:27:15
2A|233|36.869441|-98.00162|342.8|233|2016-04-11T20:18:07|2016-05-11T19:32:30
2A|234|36.865731|-98.001584|340.3|234|2016-04-11T20:12:53|2016-05-11T19:39:37
2A|235|36.862103|-98.001587|342.1|235|2016-04-11T20:06:45|2016-05-11T19:45:00
2A|236|36.858471|-98.001598|342.1|236|2016-04-11T20:02:28|2016-05-11T19:49:01
2A|237|36.854925|-98.001644|343.6|237|2016-04-11T19:57:59|2016-05-11T19:53:19
2A|238|36.85121|-98.001667|344.3|238|2016-04-11T19:54:12|2016-05-11T19:59:56
2A|239|36.847507|-98.00166|345.5|239|2016-04-11T19:49:20|2016-05-11T20:05:27
2A|24|36.662494|-98.091583|357.9|24|2016-04-11T18:37:03|2016-05-11T16:49:26
2A|240|36.843968|-98.001696|347.4|240|2016-04-11T19:41:01|2016-05-11T20:10:57
2A|241|36.840367|-98.00172|345.4|241|2016-04-11T19:31:47|2016-05-11T20:16:17
2A|242|36.836674|-98.001737|342.5|242|2016-04-11T19:27:00|2016-05-11T20:20:08
2A|243|36.83301|-98.00175|340.3|243|2016-04-11T19:21:49|2016-05-11T20:23:08
2A|244|36.829431|-98.001775|338.8|244|2016-04-11T19:18:03|2016-05-11T20:25:59
2A|245|36.825825|-98.001814|338.0|245|2016-04-11T19:14:36|2016-05-11T20:29:21
2A|247|36.818584|-98.000482|338.1|247|2016-04-11T19:06:55|2016-05-11T20:39:33
2A|248|36.814951|-98.001742|336.9|248|2016-04-11T19:02:33|2016-05-11T20:45:02
2A|249|36.81133|-97.999826|338.3|249|2016-04-11T18:57:39|2016-05-11T20:48:47
2A|25|36.658731|-98.091584|357.1|25|2016-04-11T18:33:54|2016-05-11T16:52:27
2A|250|36.796751|-98.001868|338.3|250|2016-04-11T18:08:10|2016-05-11T21:27:41
2A|251|36.793168|-98.001913|334.1|251|2016-04-11T18:03:56|2016-05-11T21:31:14
2A|252|36.789532|-98.001971|337.1|252|2016-04-11T18:00:03|2016-05-11T21:48:01
2A|253|36.785889|-98.002002|336.2|253|2016-04-11T17:55:12|2016-05-11T21:51:41
2A|254|36.78227|-98.001999|334.4|254|2016-04-11T17:49:16|2016-05-11T21:55:25
2A|255|36.77858|-98.001916|337.2|255|2016-04-11T17:45:27|2016-05-11T21:58:51
2A|256|36.774466|-98.001962|338.5|256|2016-04-11T17:39:54|2016-05-11T22:01:42
2A|257|36.771346|-98.001914|336.7|257|2016-04-11T17:34:24|2016-05-11T22:04:58
2A|258|36.767603|-98.001919|336.9|258|2016-04-11T17:29:06|2016-05-11T22:11:09
2A|259|36.764095|-98.001931|332.2|259|2016-04-11T17:23:35|2016-05-11T22:14:34
2A|26|36.655266|-98.091597|362.2|26|2016-04-11T18:29:32|2016-05-11T16:55:52
2A|260|36.760333|-98.001928|324.3|260|2016-04-11T17:19:11|2016-05-11T22:18:08
2A|261|36.756803|-98.001769|328.4|261|2016-04-11T17:08:56|2016-05-11T22:22:14
2A|262|36.753152|-98.001931|327.5|262|2016-04-11T16:57:23|2016-05-11T22:28:47
2A|263|36.74941|-98.001937|329.8|263|2016-04-11T16:51:36|2016-05-11T22:36:46
2A|264|36.745775|-98.001921|328.6|264|2016-04-11T16:46:11|2016-05-11T22:40:17
2A|265|36.742152|-98.001882|329.8|265|2016-04-11T16:40:26|2016-05-11T22:43:12
2A|266|36.738535|-98.001793|328.5|266|2016-04-11T16:36:26|2016-05-11T22:48:37
2A|267|36.724037|-98.001682|327.9|267|2016-04-11T16:10:56|2016-05-11T22:58:28
2A|268|36.702238|-98.001926|327.2|268|2016-04-11T15:22:03|2016-05-11T14:39:18
2A|269|36.698971|-98.001936|327.7|269|2016-04-11T15:17:23|2016-05-11T14:43:03
2A|27|36.651336|-98.091578|352.9|27|2016-04-11T18:25:15|2016-05-11T17:00:43
2A|270|36.695024|-98.001903|324.2|270|2016-04-11T15:06:07|2016-05-11T14:46:49
2A|271|36.691446|-98.001923|337.6|271|2016-04-11T14:57:37|2016-05-11T14:51:03
2A|272|36.687795|-98.001895|339.2|272|2016-04-11T14:50:47|2016-05-11T14:55:24
2A|273|36.684203|-98.00187|337.3|273|2016-04-11T14:42:40|2016-05-11T14:59:02
2A|274|36.811018|-97.993057|340.4|274|2016-04-11T18:43:13|2016-05-11T21:08:16
2A|275|36.807583|-97.993023|339.7|275|2016-04-11T18:38:12|2016-05-11T21:12:20
2A|276|36.803909|-97.992987|335.9|276|2016-04-11T18:31:42|2016-05-11T21:16:05
2A|277|36.800186|-97.992981|339.4|277|2016-04-11T18:17:10|2016-05-11T21:20:05
2A|278|36.79659|-97.992826|342.5|278|2016-04-11T18:12:54|2016-05-11T21:23:26
2A|279|36.887326|-97.983481|341.4|279|2016-04-11T20:49:25|2016-05-11T17:24:41
2A|28|36.647934|-98.091544|361.6|28|2016-04-11T18:22:04|2016-05-11T17:03:42
2A|280|36.883822|-97.983528|338.3|280|2016-04-11T20:46:35|2016-05-11T17:21:47
2A|281|36.880015|-97.983649|335.3|281|2016-04-11T20:43:34|2016-05-11T17:18:37
2A|282|36.876431|-97.983718|337.5|282|2016-04-11T20:41:03|2016-05-11T17:13:30
2A|283|36.87276|-97.983811|338.6|283|2016-04-11T20:38:04|2016-05-11T17:09:19
2A|284|36.86926|-97.983859|340.3|284|2016-04-11T20:34:59|2016-05-11T17:06:12
2A|285|36.854665|-97.983945|339.3|285|2016-04-11T20:28:04|2016-05-11T16:55:06
2A|286|36.851031|-97.98392|339.4|286|2016-04-11T20:24:34|2016-05-11T16:50:58
2A|287|36.84737|-97.983978|339.8|287|2016-04-11T20:22:07|2016-05-11T16:44:31
2A|288|36.84376|-97.98398|338.5|288|2016-04-11T20:19:40|2016-05-11T16:40:31
2A|289|36.840503|-97.983999|336.9|289|2016-04-11T20:17:18|2016-05-11T16:35:16
2A|29|36.644299|-98.09154|355.8|29|2016-04-11T18:19:13|2016-05-11T17:07:49
2A|290|36.836528|-97.984|336.6|290|2016-04-11T20:14:42|2016-05-11T16:30:51
2A|291|36.832903|-97.984024|336.7|291|2016-04-11T20:12:14|2016-05-11T16:25:37
2A|292|36.829244|-97.984012|338.5|292|2016-04-11T20:09:33|2016-05-11T16:20:42
2A|293|36.825688|-97.984059|338.8|293|2016-04-11T20:06:49|2016-05-11T16:17:26
2A|294|36.822051|-97.983924|339.8|294|2016-04-11T20:04:15|2016-05-11T16:14:16
2A|295|36.818413|-97.984061|338.6|295|2016-04-11T20:02:02|2016-05-11T16:06:36
2A|296|36.814771|-97.983855|339.1|296|2016-04-11T19:59:39|2016-05-11T16:01:41
2A|297|36.811938|-97.984032|336.0|297|2016-04-11T19:57:10|2016-05-11T15:53:35
2A|298|36.799455|-97.983996|338.9|298|2016-04-11T19:47:36|2016-05-11T15:39:55
2A|299|36.796754|-97.983876|338.2|299|2016-04-11T19:45:12|2016-05-11T15:32:31
2A|30|36.640687|-98.091509|359.4|30|2016-04-11T18:15:52|2016-05-11T17:11:34
2A|300|36.792872|-97.984067|337.4|300|2016-04-11T19:42:50|2016-05-11T15:25:39
2A|301|36.789331|-97.984075|338.2|301|2016-04-11T19:40:05|2016-05-11T15:19:27
2A|302|36.785711|-97.984091|338.5|302|2016-04-11T19:37:42|2016-05-11T15:13:58
2A|303|36.782109|-97.984091|340.5|303|2016-04-11T19:34:58|2016-05-11T15:10:34
2A|304|36.778414|-97.984094|340.1|304|2016-04-11T19:32:28|2016-05-11T15:06:21
2A|305|36.774793|-97.984091|343.3|305|2016-04-11T19:30:04|2016-05-11T15:01:41
2A|306|36.771153|-97.984093|340.4|306|2016-04-11T19:28:11|2016-05-11T14:58:37
2A|307|36.767586|-97.98409|337.5|307|2016-04-11T19:26:13|2016-05-11T14:55:20
2A|308|36.763888|-97.98408|336.1|308|2016-04-11T19:23:25|2016-05-11T14:50:51
2A|309|36.760326|-97.984032|331.8|309|2016-04-11T19:20:56|2016-05-11T14:47:40
2A|31|36.636699|-98.091513|366.6|31|2016-04-11T18:12:53|2016-05-11T17:15:23
2A|310|36.756646|-97.984026|326.8|310|2016-04-11T19:17:54|2016-05-11T14:42:40
2A|311|36.752797|-97.983997|330.8|311|2016-04-11T19:14:56|2016-05-11T14:38:58
2A|312|36.749521|-97.983973|331.6|312|2016-04-11T19:12:49|2016-05-11T14:35:11
2A|313|36.745676|-97.983889|330.0|313|2016-04-11T19:10:07|2016-05-11T14:31:14
2A|314|36.742266|-97.983923|330.0|314|2016-04-11T19:07:53|2016-05-11T14:26:58
2A|315|36.738056|-97.983908|331.8|315|2016-04-11T19:03:36|2016-05-11T14:20:58
2A|316|36.734874|-97.98392|329.0|316|2016-04-11T19:01:15|2016-05-11T14:14:01
2A|317|36.731345|-97.983934|328.6|317|2016-04-11T18:59:04|2016-05-11T14:08:59
2A|318|36.727635|-97.983927|331.0|318|2016-04-11T18:56:29|2016-05-11T14:02:53
2A|319|36.724103|-97.984002|329.9|319|2016-04-11T18:53:09|2016-05-11T13:51:34
2A|32|36.633449|-98.091502|365.9|32|2016-04-11T18:08:33|2016-05-11T17:19:37
2A|320|36.709685|-97.983879|328.6|320|2016-04-11T18:41:54|2016-05-11T13:30:20
2A|321|36.706124|-97.983871|328.9|321|2016-04-11T18:39:18|2016-05-11T13:17:37
2A|322|36.702574|-97.983908|328.8|322|2016-04-11T18:34:02|2016-05-11T13:12:05
2A|323|36.698875|-97.983861|332.5|323|2016-04-11T13:20:06|2016-05-11T12:58:25
2A|324|36.901659|-97.965101|344.3|324|2016-04-11T14:11:26|2016-05-11T18:44:32
2A|325|36.89777|-97.965276|345.6|325|2016-04-11T14:15:27|2016-05-11T18:49:43
2A|326|36.894362|-97.965259|343.4|326|2016-04-11T14:18:36|2016-05-11T18:54:16
2A|327|36.890328|-97.96535|343.8|327|2016-04-11T14:22:01|2016-05-11T18:57:23
2A|328|36.887113|-97.965405|342.8|328|2016-04-11T14:25:13|2016-05-11T18:59:47
2A|329|36.883176|-97.965492|340.8|329|2016-04-11T14:28:33|2016-05-11T19:02:49
2A|33|36.629782|-98.091487|370.1|33|2016-04-11T18:05:25|2016-05-11T17:23:49
2A|330|36.880066|-97.965518|340.9|330|2016-04-11T14:31:31|2016-05-11T19:04:31
2A|331|36.876257|-97.965574|347.2|331|2016-04-11T14:35:42|2016-05-11T19:06:53
2A|332|36.872741|-97.965658|350.3|332|2016-04-11T14:39:43|2016-05-11T19:10:10
2A|333|36.868756|-97.965806|347.6|333|2016-04-11T14:42:30|2016-05-11T19:14:02
2A|334|36.865488|-97.965779|343.6|334|2016-04-11T14:44:55|2016-05-11T19:20:32
2A|335|36.861561|-97.965819|342.8|335|2016-04-11T14:48:51|2016-05-11T19:23:21
2A|336|36.858055|-97.965812|342.4|336|2016-04-11T14:51:38|2016-05-11T19:30:12
2A|337|36.854187|-97.965843|341.6|337|2016-04-11T14:54:44|2016-05-11T19:33:16
2A|338|36.851174|-97.965863|337.5|338|2016-04-11T14:57:21|2016-05-11T19:36:07
2A|339|36.847515|-97.96582|337.1|339|2016-04-11T15:00:10|2016-05-11T19:38:43
2A|34|36.626143|-98.091494|381.1|34|2016-04-11T18:02:09|2016-05-11T17:27:32
2A|340|36.843717|-97.965851|335.7|340|2016-04-11T15:04:02|2016-05-11T19:40:54
2A|341|36.839937|-97.965947|332.5|341|2016-04-11T15:07:17|2016-05-11T19:44:13
2A|342|36.836313|-97.965965|336.0|342|2016-04-11T15:11:12|2016-05-11T19:47:13
2A|343|36.832777|-97.965785|336.1|343|2016-04-11T15:15:16|2016-05-11T19:50:08
2A|344|36.829136|-97.966002|335.9|344|2016-04-11T15:18:20|2016-05-11T19:54:07
2A|345|36.825357|-97.966027|337.3|345|2016-04-11T15:22:24|2016-05-11T19:57:12
2A|346|36.82199|-97.965966|333.3|346|2016-04-11T15:25:32|2016-05-11T20:00:22
2A|347|36.818227|-97.966021|337.0|347|2016-04-11T15:28:50|2016-05-11T20:06:18
2A|348|36.814608|-97.966003|335.4|348|2016-04-11T15:31:28|2016-05-11T20:15:58
2A|349|36.811337|-97.966029|336.6|349|2016-04-11T15:35:06|2016-05-11T20:20:07
2A|35|36.622462|-98.091519|388.6|35|2016-04-11T17:59:09|2016-05-11T17:33:42
2A|350|36.80755|-97.965982|336.7|350|2016-04-11T15:38:27|2016-05-11T20:23:41
2A|351|36.803967|-97.96602|337.0|351|2016-04-11T15:40:39|2016-05-11T20:27:07
2A|352|36.800444|-97.966024|336.9|352|2016-04-11T15:43:21|2016-05-11T20:30:11
2A|353|36.796323|-97.965962|332.0|353|2016-04-11T15:45:49|2016-05-13T21:47:51
2A|354|36.793075|-97.965992|333.6|354|2016-04-11T15:47:54|2016-05-11T20:48:05
2A|355|36.789195|-97.96601|338.2|355|2016-04-11T15:51:43|2016-05-11T20:57:31
2A|356|36.785186|-97.966014|341.3|356|2016-04-11T15:54:13|2016-05-11T21:03:30
2A|357|36.781932|-97.966059|339.5|357|2016-04-11T15:56:52|2016-05-11T21:10:17
2A|358|36.778379|-97.966062|340.5|358|2016-04-11T15:59:43|2016-05-11T21:14:22
2A|359|36.774585|-97.966066|341.1|359|2016-04-11T16:02:30|2016-05-11T21:17:03
