Network|Station|Latitude|Longitude|Elevation|Sitename|StartTime|EndTime
2A|1248|36.883353|-97.939082|348.9|1248|2016-04-11T21:43:36|2016-05-12T21:17:21
2A|1249|36.883377|-97.934243|350.4|1249|2016-04-11T21:46:35|2016-05-12T21:20:05
2A|125|36.662425|-98.055636|343.3|125|2016-04-11T23:03:45|2016-05-10T13:17:47
2A|1250|36.883391|-97.925506|354.9|1250|2016-04-11T21:50:19|2016-05-12T21:22:54
2A|1251|36.88344|-97.916312|358.4|1251|2016-04-11T21:53:59|2016-05-12T21:26:40
2A|1252|36.883473|-97.907161|351.9|1252|2016-04-11T21:57:02|2016-05-12T21:29:18
2A|1253|36.883495|-97.902741|349.2|1253|2016-04-11T22:01:37|2016-05-12T21:31:31
2A|1254|36.883485|-97.898182|347.6|1254|2016-04-11T22:05:00|2016-05-12T21:33:47
2A|1255|36.883545|-97.889034|345.7|1255|2016-04-11T22:08:15|2016-05-13T17:45:30
2A|1256|36.88363|-97.884557|342.9|1256|2016-04-11T22:11:58|2016-05-12T21:42:50
2A|1257|36.883673|-97.88018|345.5|1257|2016-04-11T22:16:32|2016-05-12T21:45:14
2A|1258|36.883716|-97.870886|347.2|1258|2016-04-11T22:20:40|2016-05-12T21:48:02
2A|1259|36.883673|-97.866315|347.5|1259|2016-04-11T22:23:50|2016-05-12T21:50:31
2A|126|36.658836|-98.055618|341.1|126|2016-04-11T23:06:58|2016-05-10T13:12:00
2A|1260|36.883673|-97.861922|345.2|1260|2016-04-11T22:26:53|2016-05-12T21:52:38
2A|1261|36.883603|-97.852865|341.2|1261|2016-04-11T22:30:03|2016-05-12T21:55:14
2A|1262|36.883578|-97.848311|338.8|1262|2016-04-11T22:34:05|2016-05-12T21:57:27
2A|1263|36.883514|-97.84379|337.7|1263|2016-04-11T22:37:12|2016-05-12T22:00:26
2A|1264|36.883477|-97.834845|340.5|1264|2016-04-11T22:41:19|2016-05-12T22:04:29
2A|1265|36.883415|-97.83025|342.1|1265|2016-04-11T22:43:47|2016-05-12T22:06:56
2A|1266|36.883419|-97.825771|345.9|1266|2016-04-11T22:46:26|2016-05-12T22:08:42
2A|1267|36.883368|-97.816791|345.1|1267|2016-04-11T22:50:27|2016-05-12T22:11:10
2A|1268|36.883314|-97.81206|343.2|1268|2016-04-11T22:53:26|2016-05-12T22:15:54
2A|1269|36.883223|-97.807705|340.8|1269|2016-04-11T22:56:22|2016-05-12T22:18:55
2A|127|36.655257|-98.055673|338.7|127|2016-04-11T23:09:52|2016-05-10T13:07:51
2A|1270|36.883096|-97.798612|340.5|1270|2016-04-11T22:59:25|2016-05-12T22:22:07
2A|1271|36.883109|-97.794115|336.2|1271|2016-04-11T23:02:21|2016-05-12T22:25:22
2A|1272|36.883075|-97.789673|332.4|1272|2016-04-12T13:25:33|2016-05-12T22:27:01
2A|1273|36.883116|-97.780572|339.6|1273|2016-04-12T13:29:34|2016-05-12T22:31:49
2A|1274|36.883154|-97.776237|336.2|1274|2016-04-12T13:33:12|2016-05-12T22:34:26
2A|1275|36.883221|-97.771671|335.3|1275|2016-04-12T13:35:51|2016-05-12T22:36:07
2A|1276|36.883302|-97.763995|337.3|1276|2016-04-12T13:38:44|2016-05-12T22:38:33
2A|1277|36.88332|-97.759136|344.4|1277|2016-04-12T13:41:26|2016-05-12T22:41:07
2A|1278|36.88336|-97.754787|345.3|1278|2016-04-12T13:43:58|2016-05-12T22:45:11
2A|1279|36.869442|-98.005915|348.9|1279|2016-04-12T15:53:43|2016-05-12T20:33:53
2A|128|36.651469|-98.055645|345.5|128|2016-04-11T23:12:48|2016-05-10T13:03:24
2A|1280|36.869372|-97.997221|346.0|1280|2016-04-12T15:50:38|2016-05-12T20:31:24
2A|1281|36.869313|-97.992603|344.5|1281|2016-04-12T15:48:32|2016-05-12T20:29:24
2A|1282|36.869239|-97.988133|344.9|1282|2016-04-12T15:46:26|2016-05-12T20:26:51
2A|1283|36.869136|-97.979123|343.0|1283|2016-04-12T15:43:44|2016-05-12T20:21:10
2A|1284|36.86906|-97.974514|345.5|1284|2016-04-12T15:40:32|2016-05-12T20:18:14
2A|1285|36.869003|-97.970048|350.3|1285|2016-04-12T15:37:45|2016-05-12T20:16:18
2A|1286|36.868835|-97.961247|346.3|1286|2016-04-12T15:35:21|2016-05-12T20:13:25
2A|1287|36.868777|-97.956712|344.0|1287|2016-04-12T15:33:28|2016-05-12T20:10:59
2A|1288|36.868768|-97.952179|343.1|1288|2016-04-12T15:31:08|2016-05-12T20:08:16
2A|1289|36.868793|-97.943313|344.0|1289|2016-04-12T15:27:15|2016-05-12T20:04:49
2A|129|36.647969|-98.055637|346.2|129|2016-04-11T23:16:07|2016-05-10T12:57:19
2A|1290|36.868813|-97.938534|348.5|1290|2016-04-12T15:24:39|2016-05-12T20:00:32
2A|1291|36.868853|-97.934188|349.4|1291|2016-04-12T15:22:32|2016-05-12T19:11:08
2A|1292|36.868849|-97.92483|352.9|1292|2016-04-12T15:19:55|2016-05-12T19:06:12
2A|1293|36.86887|-97.916048|351.0|1293|2016-04-12T15:16:57|2016-05-12T18:56:16
2A|1294|36.868887|-97.906946|340.8|1294|2016-04-12T15:14:32|2016-05-12T18:45:25
2A|1295|36.86896|-97.902517|340.3|1295|2016-04-12T15:11:44|2016-05-12T18:42:32
2A|1296|36.868964|-97.898004|338.3|1296|2016-04-12T15:09:06|2016-05-12T18:36:59
2A|1297|36.86904|-97.889107|338.0|1297|2016-04-12T15:06:31|2016-05-12T18:33:12
2A|1298|36.869153|-97.88463|335.6|1298|2016-04-12T15:04:14|2016-05-12T18:27:23
2A|1299|36.869253|-97.880055|336.6|1299|2016-04-12T15:00:03|2016-05-12T18:23:45
2A|13|36.702468|-98.091822|347.7|13|2016-04-11T19:14:51|2016-05-11T15:54:22
2A|130|36.644339|-98.055675|349.2|130|2016-04-11T23:19:13|2016-05-10T12:44:08
2A|1300|36.869286|-97.870861|339.2|1300|2016-04-12T14:56:45|2016-05-12T18:20:15
2A|1301|36.869213|-97.866259|336.0|1301|2016-04-12T14:53:31|2016-05-12T18:15:52
2A|1302|36.869141|-97.861782|338.1|1302|2016-04-12T14:51:10|2016-05-12T18:12:25
2A|1303|36.869057|-97.852664|336.7|1303|2016-04-12T14:48:22|2016-05-12T18:07:19
2A|1304|36.869038|-97.84821|334.3|1304|2016-04-12T14:45:53|2016-05-12T18:03:38
2A|1305|36.869012|-97.843603|333.8|1305|2016-04-12T14:43:20|2016-05-12T18:00:23
2A|1306|36.868981|-97.834543|337.2|1306|2016-04-12T14:26:35|2016-05-12T17:57:22
2A|1307|36.868947|-97.830514|339.3|1307|2016-04-12T14:24:32|2016-05-12T17:55:10
2A|1308|36.868918|-97.82556|342.5|1308|2016-04-12T14:22:17|2016-05-12T17:51:52
2A|1309|36.868883|-97.816637|337.6|1309|2016-04-12T14:18:58|2016-05-12T17:47:52
2A|131|36.640588|-98.055661|351.0|131|2016-04-11T23:22:10|2016-05-10T12:37:47
2A|1310|36.868832|-97.812056|339.3|1310|2016-04-12T14:16:37|2016-05-12T17:45:23
2A|1311|36.8688|-97.807657|337.6|1311|2016-04-12T14:14:03|2016-05-12T17:42:35
2A|1312|36.86869|-97.798478|339.7|1312|2016-04-12T14:11:03|2016-05-12T17:39:55
2A|1313|36.868639|-97.793817|339.0|1313|2016-04-12T14:08:29|2016-05-12T17:37:05
2A|1314|36.868603|-97.789573|341.1|1314|2016-04-12T14:05:58|2016-05-12T17:32:55
2A|1315|36.868623|-97.780441|333.7|1315|2016-04-12T14:02:16|2016-05-12T17:29:40
2A|1316|36.86867|-97.776135|334.4|1316|2016-04-12T13:59:35|2016-05-12T17:24:40
2A|1317|36.868732|-97.771475|335.1|1317|2016-04-12T13:57:03|2016-05-12T17:21:29
2A|1318|36.86876|-97.763949|338.6|1318|2016-04-12T13:54:10|2016-05-12T17:18:47
2A|1319|36.868755|-97.759246|344.5|1319|2016-04-12T13:51:35|2016-05-12T17:16:10
2A|132|36.709652|-98.046771|332.1|132|2016-04-11T18:00:02|2016-05-10T20:10:47
2A|1320|36.86879|-97.754753|341.8|1320|2016-04-12T13:49:01|2016-05-12T17:12:17
2A|1321|36.854822|-98.010669|343.2|1321|2016-04-12T16:00:24|2016-05-12T14:02:45
2A|1322|36.85481|-98.00607|346.5|1322|2016-04-12T16:03:10|2016-05-12T14:07:01
2A|1323|36.854789|-97.997367|345.3|1323|2016-04-12T16:05:57|2016-05-12T14:10:50
2A|1324|36.854756|-97.992917|341.7|1324|2016-04-12T16:08:55|2016-05-12T14:14:02
2A|1325|36.854713|-97.988285|342.0|1325|2016-04-12T16:11:24|2016-05-12T14:16:44
2A|1326|36.854566|-97.979398|342.5|1326|2016-04-12T16:14:39|2016-05-12T14:20:57
2A|1327|36.854487|-97.974796|341.2|1327|2016-04-12T16:17:25|2016-05-12T14:24:16
2A|1328|36.854404|-97.970304|339.1|1328|2016-04-12T16:19:56|2016-05-12T14:27:36
2A|1329|36.854268|-97.961428|340.5|1329|2016-04-12T16:23:00|2016-05-12T14:30:53
2A|133|36.705979|-98.046813|330.8|133|2016-04-11T16:38:48|2016-05-10T20:15:06
2A|1330|36.854245|-97.956721|342.2|1330|2016-04-12T16:26:30|2016-05-12T14:33:35
2A|1331|36.854226|-97.952277|345.3|1331|2016-04-12T16:29:07|2016-05-12T14:36:16
2A|1332|36.8543|-97.943174|347.0|1332|2016-04-12T16:32:00|2016-05-12T14:45:22
2A|1333|36.854301|-97.938784|346.5|1333|2016-04-12T16:34:43|2016-05-12T14:47:43
2A|1334|36.85433|-97.934329|351.9|1334|2016-04-12T16:41:15|2016-05-12T14:51:31
2A|1335|36.854358|-97.925194|357.3|1335|2016-04-12T16:44:22|2016-05-12T14:54:06
2A|1336|36.854393|-97.916076|349.6|1336|2016-04-12T16:49:21|2016-05-12T14:58:02
2A|1337|36.854415|-97.907018|340.2|1337|2016-04-12T16:52:07|2016-05-12T15:03:12
2A|1338|36.854411|-97.902548|340.1|1338|2016-04-12T16:53:58|2016-05-12T15:05:59
2A|1339|36.854421|-97.898145|335.8|1339|2016-04-12T16:56:00|2016-05-12T15:11:42
2A|134|36.702642|-98.046889|330.1|134|2016-04-11T16:32:34|2016-05-10T20:19:58
2A|1340|36.85455|-97.889103|329.5|1340|2016-04-12T16:58:13|2016-05-12T15:16:54
2A|1341|36.854674|-97.884595|335.3|1341|2016-04-12T16:59:59|2016-05-12T15:20:50
2A|1342|36.854746|-97.880118|334.8|1342|2016-04-12T17:01:48|2016-05-12T15:23:38
2A|1344|36.854668|-97.866235|335.0|1344|2016-04-12T17:06:05|2016-05-12T15:41:42
2A|1345|36.854601|-97.861634|334.6|1345|2016-04-12T17:08:16|2016-05-12T15:46:10
2A|1346|36.854541|-97.85297|332.4|1346|2016-04-12T17:11:07|2016-05-12T15:50:38
2A|1347|36.854511|-97.848173|333.2|1347|2016-04-12T17:13:52|2016-05-12T15:54:14
2A|1348|36.854503|-97.843744|334.0|1348|2016-04-12T17:15:58|2016-05-12T15:57:51
2A|1349|36.854463|-97.834819|333.7|1349|2016-04-12T17:18:26|2016-05-12T16:00:26
2A|135|36.698705|-98.046855|335.9|135|2016-04-11T16:23:06|2016-05-10T20:24:46
2A|1350|36.854482|-97.830166|335.9|1350|2016-04-12T17:21:35|2016-05-12T16:03:41
2A|1351|36.85446|-97.825684|341.4|1351|2016-04-12T17:23:59|2016-05-12T16:06:46
2A|1352|36.85439|-97.816849|339.0|1352|2016-04-12T17:26:40|2016-05-12T16:18:51
2A|1353|36.854308|-97.812074|339.9|1353|2016-04-12T17:28:51|2016-05-12T16:23:18
2A|1354|36.854255|-97.807675|338.2|1354|2016-04-12T17:32:22|2016-05-12T16:26:30
2A|1355|36.854158|-97.798685|335.0|1355|2016-04-12T17:37:07|2016-05-12T16:31:24
2A|1356|36.854104|-97.794308|333.3|1356|2016-04-12T17:45:33|2016-05-12T16:35:58
2A|1357|36.854114|-97.789613|334.6|1357|2016-04-12T17:47:42|2016-05-12T16:42:09
2A|1358|36.85422|-97.763972|339.7|1358|2016-04-12T17:56:03|2016-05-12T17:00:52
2A|1359|36.854242|-97.759349|340.6|1359|2016-04-12T17:58:20|2016-05-12T17:04:53
2A|136|36.695089|-98.046795|339.1|136|2016-04-11T16:18:08|2016-05-10T20:29:56
2A|1360|36.854289|-97.754944|338.3|1360|2016-04-12T18:00:30|2016-05-12T17:07:40
2A|1361|36.84034|-98.028304|343.9|1361|2016-04-12T20:53:07|2016-05-13T21:19:14
2A|1362|36.840396|-98.024252|344.7|1362|2016-04-12T20:49:17|2016-05-13T21:15:48
2A|1363|36.840344|-98.014948|342.6|1363|2016-04-12T20:46:34|2016-05-13T21:08:16
2A|1364|36.840321|-98.010735|344.3|1364|2016-04-12T20:43:59|2016-05-13T21:04:20
2A|1365|36.840308|-98.006096|344.9|1365|2016-04-12T20:40:51|2016-05-13T21:01:22
2A|1366|36.840356|-97.99751|343.9|1366|2016-04-12T20:37:18|2016-05-13T20:58:30
2A|1367|36.840294|-97.992928|342.0|1367|2016-04-12T20:34:36|2016-05-13T20:56:00
2A|1368|36.840155|-97.988438|339.8|1368|2016-04-12T20:31:58|2016-05-13T20:45:04
2A|1369|36.840137|-97.9797|340.2|1369|2016-04-12T20:29:05|2016-05-13T20:42:31
2A|137|36.832962|-98.037968|341.9|137|2016-04-11T20:01:17|2016-05-10T17:10:05
2A|1370|36.840092|-97.97508|342.1|1370|2016-04-12T20:26:46|2016-05-13T20:39:37
2A|1371|36.840083|-97.970305|340.0|1371|2016-04-12T20:23:27|2016-05-13T20:36:26
2A|1372|36.839963|-97.961264|339.9|1372|2016-04-12T20:20:36|2016-05-13T20:33:37
2A|1373|36.839862|-97.956845|340.6|1373|2016-04-12T20:18:00|2016-05-13T20:31:38
2A|1374|36.83982|-97.95239|343.6|1374|2016-04-12T20:14:58|2016-05-13T20:29:30
2A|1375|36.83981|-97.943533|345.6|1375|2016-04-12T20:10:25|2016-05-13T20:23:45
2A|1376|36.839827|-97.938888|345.1|1376|2016-04-12T20:07:02|2016-05-13T20:18:01
2A|1377|36.839841|-97.934453|350.4|1377|2016-04-12T20:03:21|2016-05-13T20:15:57
2A|1378|36.839846|-97.925428|350.8|1378|2016-04-12T20:00:06|2016-05-13T20:13:38
2A|1379|36.839856|-97.920671|344.8|1379|2016-04-12T19:57:11|2016-05-13T20:11:36
2A|138|36.829374|-98.037919|337.3|138|2016-04-11T20:05:06|2016-05-10T17:14:57
2A|1380|36.839831|-97.916238|347.4|1380|2016-04-12T19:54:35|2016-05-13T20:09:29
2A|1381|36.839815|-97.907264|342.8|1381|2016-04-12T19:51:55|2016-05-13T20:07:03
2A|1382|36.839843|-97.902923|342.5|1382|2016-04-12T19:49:17|2016-05-13T20:04:05
2A|1383|36.839878|-97.898337|337.2|1383|2016-04-12T19:47:12|2016-05-13T20:01:37
2A|1384|36.83993|-97.889328|334.3|1384|2016-04-12T19:40:51|2016-05-13T19:59:16
2A|1385|36.839891|-97.884678|338.0|1385|2016-04-12T19:37:46|2016-05-13T19:57:25
2A|1386|36.83986|-97.880271|333.0|1386|2016-04-12T19:35:06|2016-05-13T19:55:47
2A|1387|36.839728|-97.870798|335.6|1387|2016-04-12T19:31:59|2016-05-13T19:53:21
2A|1388|36.83971|-97.86625|334.4|1388|2016-04-12T19:29:17|2016-05-13T19:51:15
2A|1389|36.839688|-97.861767|332.3|1389|2016-04-12T19:26:31|2016-05-13T19:49:19
2A|139|36.825898|-98.037974|339.9|139|2016-04-11T20:11:35|2016-05-10T17:19:44
2A|1390|36.839613|-97.852763|330.5|1390|2016-04-12T19:23:28|2016-05-13T19:47:04
2A|1391|36.839656|-97.848244|329.8|1391|2016-04-12T19:20:57|2016-05-13T19:33:46
2A|1392|36.839664|-97.843506|328.8|1392|2016-04-12T19:17:13|2016-05-13T19:29:58
2A|1393|36.839749|-97.834889|328.8|1393|2016-04-12T19:14:29|2016-05-13T19:27:24
2A|1394|36.839815|-97.830364|332.4|1394|2016-04-12T19:12:23|2016-05-13T19:25:12
2A|1395|36.839896|-97.825809|334.7|1395|2016-04-12T19:09:39|2016-05-13T19:21:10
2A|1396|36.839987|-97.816849|334.9|1396|2016-04-12T19:06:51|2016-05-13T19:18:02
2A|1397|36.839937|-97.812022|330.5|1397|2016-04-12T19:03:30|2016-05-13T19:15:24
2A|1398|36.839951|-97.807744|333.8|1398|2016-04-12T19:01:05|2016-05-13T19:12:13
2A|1399|36.839852|-97.79866|326.5|1399|2016-04-12T18:58:19|2016-05-13T19:09:59
2A|14|36.698847|-98.09187|352.6|14|2016-04-11T19:11:34|2016-05-11T15:57:41
2A|140|36.822233|-98.037994|340.7|140|2016-04-11T20:16:40|2016-05-10T17:24:48
2A|1400|36.839799|-97.794066|325.0|1400|2016-04-12T18:55:42|2016-05-13T19:07:58
2A|1401|36.839724|-97.789584|325.8|1401|2016-04-12T18:52:58|2016-05-13T19:05:38
2A|1402|36.839683|-97.780629|331.1|1402|2016-04-12T18:49:56|2016-05-13T19:02:53
2A|1403|36.839745|-97.776111|328.0|1403|2016-04-12T18:47:13|2016-05-13T18:57:31
2A|1404|36.839836|-97.771632|333.8|1404|2016-04-12T18:44:44|2016-05-13T18:55:42
2A|1405|36.83987|-97.763717|331.2|1405|2016-04-12T18:41:36|2016-05-13T18:52:23
2A|1406|36.839814|-97.759201|329.1|1406|2016-04-12T18:38:12|2016-05-13T18:49:39
2A|1407|36.839802|-97.754723|335.7|1407|2016-04-12T18:34:52|2016-05-13T18:46:34
2A|1408|36.825833|-98.046837|348.7|1408|2016-04-12T21:00:42|2016-05-13T17:10:46
2A|1409|36.825864|-98.042407|350.9|1409|2016-04-12T21:03:17|2016-05-13T17:08:44
2A|141|36.818532|-98.037998|340.9|141|2016-04-11T20:20:47|2016-05-10T17:29:04
2A|1410|36.825862|-98.033276|347.0|1410|2016-04-12T21:07:12|2016-05-13T17:05:24
2A|1411|36.825887|-98.028654|351.0|1411|2016-04-12T21:11:40|2016-05-13T17:02:10
2A|1412|36.825863|-98.0242|342.3|1412|2016-04-12T21:14:05|2016-05-13T16:58:00
2A|1413|36.825845|-98.01525|345.7|1413|2016-04-12T21:17:27|2016-05-13T16:53:33
2A|1414|36.825838|-98.010786|345.9|1414|2016-04-12T21:20:04|2016-05-13T16:46:01
2A|1415|36.825765|-98.006224|344.1|1415|2016-04-12T21:22:22|2016-05-13T16:40:28
2A|1416|36.825721|-97.997552|342.5|1416|2016-04-12T21:25:24|2016-05-13T16:37:43
2A|1417|36.825742|-97.992959|341.2|1417|2016-04-12T21:28:08|2016-05-24T15:41:19
2A|1418|36.825675|-97.988083|340.0|1418|2016-04-12T21:31:06|2016-05-13T16:29:35
2A|1419|36.825595|-97.979332|340.1|1419|2016-04-12T21:34:17|2016-05-13T16:21:38
2A|142|36.815016|-98.038017|339.5|142|2016-04-11T20:26:09|2016-05-10T17:32:35
2A|1420|36.825641|-97.975065|340.7|1420|2016-04-12T21:36:33|2016-05-13T16:18:18
2A|1421|36.825586|-97.970437|338.0|1421|2016-04-12T21:39:05|2016-05-13T16:15:59
2A|1422|36.825427|-97.961449|344.2|1422|2016-04-12T21:42:45|2016-05-13T16:12:48
2A|1423|36.825344|-97.956998|346.4|1423|2016-04-12T21:45:57|2016-05-13T16:09:56
2A|1424|36.825309|-97.952593|342.9|1424|2016-04-12T21:48:38|2016-05-13T16:07:00
2A|1425|36.825291|-97.943532|354.6|1425|2016-04-12T21:51:50|2016-05-13T16:04:47
2A|1427|36.82529|-97.934575|349.3|1427|2016-04-12T21:57:56|2016-05-13T16:00:09
2A|1428|36.825258|-97.92551|346.9|1428|2016-04-13T13:19:26|2016-05-13T15:53:56
2A|1429|36.825276|-97.920775|347.0|1429|2016-04-13T13:23:17|2016-05-13T15:51:22
2A|143|36.81157|-98.038044|339.4|143|2016-04-11T20:30:16|2016-05-10T17:37:22
2A|1430|36.825264|-97.916444|347.1|1430|2016-04-13T13:25:50|2016-05-13T15:47:10
2A|1431|36.825298|-97.907423|340.6|1431|2016-04-13T13:28:31|2016-05-13T15:43:21
2A|1432|36.825339|-97.902873|347.7|1432|2016-04-13T13:30:41|2016-05-13T15:39:58
2A|1433|36.825376|-97.898322|344.3|1433|2016-04-13T13:33:22|2016-05-13T15:36:30
2A|1434|36.825415|-97.889244|338.7|1434|2016-04-13T13:37:25|2016-05-13T15:33:26
2A|1435|36.825358|-97.884793|341.2|1435|2016-04-13T13:39:56|2016-05-13T15:28:47
2A|1436|36.825331|-97.880326|336.1|1436|2016-04-13T13:42:28|2016-05-13T15:26:08
2A|1437|36.82528|-97.870933|334.6|1437|2016-04-13T13:46:03|2016-05-13T15:23:07
2A|1438|36.825249|-97.866376|335.9|1438|2016-04-13T13:48:54|2016-05-13T15:17:37
2A|1439|36.825232|-97.861917|332.9|1439|2016-04-13T13:51:11|2016-05-13T15:14:50
2A|144|36.807632|-98.038048|339.2|144|2016-04-11T20:34:21|2016-05-10T17:43:29
2A|1440|36.825164|-97.852884|331.1|1440|2016-04-13T13:54:54|2016-05-13T15:10:08
2A|1441|36.825129|-97.848404|324.6|1441|2016-04-13T13:57:49|2016-05-13T15:06:13
2A|1442|36.824998|-97.843923|329.1|1442|2016-04-13T14:00:56|2016-05-13T14:59:17
2A|1443|36.825221|-97.834887|328.8|1443|2016-04-13T14:03:52|2016-05-13T14:55:03
2A|1444|36.825321|-97.830294|334.6|1444|2016-04-13T14:06:14|2016-05-13T14:52:43
2A|1445|36.825377|-97.825825|334.5|1445|2016-04-13T14:08:53|2016-05-13T14:46:40
2A|1446|36.825376|-97.816949|336.6|1446|2016-04-13T14:11:40|2016-05-13T14:42:29
2A|1447|36.825315|-97.812568|336.0|1447|2016-04-13T14:14:19|2016-05-13T14:35:55
2A|1448|36.825257|-97.807924|335.0|1448|2016-04-13T14:16:44|2016-05-13T14:33:44
2A|1449|36.825354|-97.798687|330.9|1449|2016-04-13T14:19:18|2016-05-13T14:29:23
2A|145|36.804|-98.038072|338.4|145|2016-04-11T20:38:11|2016-05-10T17:48:00
2A|1450|36.825272|-97.794411|328.5|1450|2016-04-13T14:21:50|2016-05-13T14:26:58
2A|1451|36.82523|-97.789804|325.2|1451|2016-04-13T14:24:13|2016-05-13T14:23:37
2A|1452|36.825242|-97.780701|324.2|1452|2016-04-13T14:27:28|2016-05-13T14:20:17
2A|1453|36.825319|-97.776145|327.3|1453|2016-04-13T14:29:37|2016-05-13T14:16:28
2A|1454|36.825363|-97.771719|331.0|1454|2016-04-13T14:31:53|2016-05-13T14:07:25
2A|1455|36.825371|-97.763869|329.1|1455|2016-04-13T14:34:36|2016-05-13T13:59:05
2A|1456|36.82528|-97.758842|328.0|1456|2016-04-13T14:37:02|2016-05-13T13:54:33
2A|1457|36.825294|-97.754383|332.2|1457|2016-04-13T14:39:39|2016-05-13T13:50:53
2A|1458|36.81135|-98.106033|401.0|1458|2016-04-12T20:11:20|2016-05-12T18:03:20
2A|1459|36.811417|-98.10115|399.3|1459|2016-04-12T20:04:50|2016-05-12T18:00:34
2A|146|36.800448|-98.038113|339.0|146|2016-04-11T20:41:18|2016-05-10T17:52:26
2A|1460|36.811417|-98.096617|396.4|1460|2016-04-12T19:59:44|2016-05-12T17:58:10
2A|1461|36.8114|-98.087767|388.6|1461|2016-04-12T19:54:44|2016-05-12T17:54:08
2A|1462|36.8114|-98.082933|390.7|1462|2016-04-12T19:49:58|2016-05-12T17:51:24
2A|1463|36.811433|-98.079233|390.0|1463|2016-04-12T19:44:36|2016-05-12T17:48:42
2A|1464|36.811417|-98.069583|379.0|1464|2016-04-12T19:39:58|2016-05-12T17:44:36
2A|1465|36.8114|-98.065033|369.0|1465|2016-04-12T19:35:13|2016-05-12T17:40:48
2A|1466|36.811417|-98.060283|358.8|1466|2016-04-12T19:27:39|2016-05-12T17:37:33
2A|1467|36.811417|-98.051717|348.2|1467|2016-04-12T19:18:58|2016-05-12T17:32:34
2A|1468|36.811433|-98.047233|344.2|1468|2016-04-12T19:23:00|2016-05-12T17:26:23
2A|1469|36.81135|-98.0425|344.8|1469|2016-04-12T19:11:30|2016-05-12T17:23:35
2A|147|36.796848|-98.03813|337.3|147|2016-04-11T20:44:39|2016-05-10T17:57:10
2A|1470|36.811417|-98.033467|345.0|1470|2016-04-12T19:01:59|2016-05-12T17:20:02
2A|1471|36.811417|-98.0287|342.8|1471|2016-04-12T18:54:49|2016-05-12T17:16:17
2A|1472|36.811417|-98.024083|344.4|1472|2016-04-12T18:49:08|2016-05-12T17:12:47
2A|1473|36.811383|-98.015017|348.7|1473|2016-04-12T18:43:14|2016-05-12T17:09:51
2A|1474|36.8114|-98.0103|347.7|1474|2016-04-12T18:37:10|2016-05-12T17:06:51
2A|1475|36.811383|-98.006133|332.6|1475|2016-04-12T18:29:07|2016-05-12T17:03:58
2A|148|36.793168|-98.038162|339.2|148|2016-04-11T20:49:15|2016-05-10T18:24:08
2A|1481|36.810933|-97.961317|345.7|1481|2016-04-12T18:11:27|2016-05-12T16:57:57
2A|1482|36.810867|-97.956983|348.7|1482|2016-04-12T17:56:31|2016-05-12T16:54:32
2A|1483|36.810867|-97.952733|351.2|1483|2016-04-12T17:50:37|2016-05-12T16:44:41
2A|1484|36.810783|-97.943195|347.2|1484|2016-04-12T17:43:40|2016-05-12T16:36:49
2A|1485|36.81085|-97.938917|348.5|1485|2016-04-12T17:36:08|2016-05-12T16:33:00
2A|1486|36.810867|-97.934417|347.0|1486|2016-04-12T17:29:41|2016-05-12T16:27:19
2A|1487|36.810917|-97.925567|346.1|1487|2016-04-12T17:19:27|2016-05-12T15:56:52
2A|1488|36.810917|-97.921117|350.7|1488|2016-04-12T17:08:53|2016-05-14T15:14:05
2A|1489|36.810917|-97.916267|350.4|1489|2016-04-12T17:01:48|2016-05-12T15:29:20
2A|149|36.789554|-98.038146|339.0|149|2016-04-11T20:52:21|2016-05-10T18:27:47
2A|1490|36.81095|-97.90755|352.8|1490|2016-04-12T16:55:06|2016-05-12T15:17:13
2A|1491|36.811017|-97.903283|355.9|1491|2016-04-12T16:46:59|2016-05-12T15:12:00
2A|1492|36.811033|-97.898433|347.2|1492|2016-04-12T16:41:35|2016-05-12T15:08:28
2A|1493|36.811|-97.889267|346.6|1493|2016-04-12T16:34:28|2016-05-12T15:04:37
2A|1494|36.811033|-97.884467|344.5|1494|2016-04-12T16:29:02|2016-05-12T15:01:18
2A|1495|36.81095|-97.879967|344.3|1495|2016-04-12T16:21:13|2016-05-12T14:58:14
2A|1496|36.810917|-97.871133|343.9|1496|2016-04-12T16:13:58|2016-05-12T14:54:40
2A|1497|36.810867|-97.866567|342.2|1497|2016-04-12T16:06:56|2016-05-12T14:50:59
2A|1498|36.810833|-97.8619|337.0|1498|2016-04-12T15:59:58|2016-05-12T14:46:45
2A|1499|36.810817|-97.85315|332.5|1499|2016-04-12T15:52:46|2016-05-12T14:42:40
2A|15|36.695133|-98.091681|354.8|15|2016-04-11T19:08:39|2016-05-11T16:03:40
2A|150|36.785899|-98.038177|339.9|150|2016-04-11T20:55:24|2016-05-10T18:32:00
2A|1500|36.810736|-97.848383|328.0|1500|2016-04-12T15:47:08|2016-05-12T14:38:56
2A|1501|36.8107|-97.84395|328.0|1501|2016-04-12T15:39:52|2016-05-12T14:34:58
2A|1502|36.8108|-97.8349|329.0|1502|2016-04-12T15:28:40|2016-05-12T14:31:02
2A|1503|36.810867|-97.8305|330.0|1503|2016-04-12T15:15:53|2016-05-12T14:27:58
2A|1504|36.810883|-97.825833|330.5|1504|2016-04-12T15:07:44|2016-05-12T14:23:53
2A|1505|36.810917|-97.817133|339.4|1505|2016-04-12T15:02:37|2016-05-12T14:18:39
